,condition,review
10136,0,"""I had a breakdown in my doctor&#039;s office after my Klonopin stopped working. She said I needed something stronger for my daily panic attacks as I could not even function at my part time job that was only three days a week. I am on 2mgs twice daily. It&#039;s affordable and helps like no other medicine I&#039;ve tried. I take it with chamomile tea to relax if I&#039;ve had a stressful day. Or if things get too hectic at work I may take half of one. It also cured my insomnia. I feel like a normal person now. """
10147,1,"""This medicine saved my life. I was in pain and miserable. Tried all the OTC stuff Zantac, Pepcid, Previced, and many others with no success. Then I tried omeprazole and within day&#039;s I was better. Great medicine. Would definitely recommend."""
11002,1,"""I have been on Prevacid for over 10 years now. Take 30 Mg a day. I have used both the prescription and the 24 hr when I run out. Both are fantastic, never had a side effect and it completely controls my acid reflux and heartburn. Stopped eating tums and can eat whatever I choose. It works like a charm for me."""
11033,0,"""Diagnosed with ADD when I was 9 I first as a child used Ridalin but for years after that I didn&#039;t have access to the right doctors to continue this or something similar. It took me until I was in my early 20&#039;s to find a doctor to prescribe me Dexidrene. It allowed me to keep my job due to the effects. There are some side effects, dry mouth (that goes away after a while), increased sex drive and at times can make me feel in a daze if I am not actively busy. You take it as you need it in some respects. I have always been on SR Sustained release and used generic.

I can attest having been on several different medications in my life, this is what did it for me."""
11254,0,"""This product should be pulled off the shelves.  The 1st day I took it, I just had moderate internal pain. The 2nd-3rd day my inner and out labia were on fire and I had to use an ice bag on my lady parts to ease the pain.The 4th day it  still hurts and my YI is back and 10 x worse. I&#039;ve been so uncomfortable all week. My Dr just call in diflucan for me...I wish I would have just done that in the first place. I would not recommend this product to my worse enemy. The product is a waste of money."""
11544,0,"""I have been on Trileptal for about 5 years know and I feel a lot better then I did before I was on like 3 or 4 other medications before hand and I kept telling my doctor they werent working so finally I switched to a different Dr who actually listened and he put me on the Trileptal I don&#039;t have any episode or any thing since being on this medication I take 600 MG 2 daily and let me tell you I feel so great and wonderful I would recommend this medicine to anone to take"""
11678,1,"""I had a bad experience with this drug. I have taken Zegrid for years and felt like I may need something stronger. My doctor gave me Dexilant 30 mg samples to try. I experienced nausea, body aches, stomach pain, gas and excessive burping. On second thought, I will keep using Zegrid!  After one day of stopping this medicine, my symptoms went away."""
11751,0,"""Age 59 Male. After having allergy asthma probably or decades a wet Spring after ugly winter and removing moldy insulation and ended me up at doctors. Started on 100/50.   It helped but not enough. Ended up getting 250/50 and have been on since (4 years). It didn&#039;t stop the fairly constant post nasal drip which was almost constant at night. Got Singular for that and have taken ever since (4 years).   I&#039;m fine and dandy ever since and can do heavy workouts etc.  Problems:   Leg cramps, foot cramps hand cramps.   I&#039;ve always had a few but they can get ugly taking, I find drinking water, taking daily multivitamins and Magnesium keeps them at bay. Dry, sensitive mouth= no more medium or hot salsa etc.  Watch your teeth."""
11887,1,"""I got immediate improvement switching from omeprazole 20mg and 40mg to prevacid 30mg for my long term struggle with severe acid reflux. I still occasionally supplement with a Pepcid Complete at bedtime, but overall I&#039;m much better."""
12071,0,"""Remember, this is just my personal experience. Everyone is different. I got the Mirena inserted on August 1st. I got it removed today (September 12). I have heavily bled every day for the past month. If it weren&#039;t for my husband coming home for two weeks next month, I might have kept it for a bit longer to see if it stopped. Other than that, it was fine. No other symptoms and insertion wasn&#039;t bad at all. Just a little cramping afterward."""
12086,1,"""A great medicine. I&#039;m on 40 mg daily due to the feeling of my food being stuck in my throat. It was so bad at one time that I purposely made myself vomit for relief. After having my esophagus looked at - and finding out I also have a small hiatal hernia, doctor said my &quot;flapper&quot; doesn&#039;t close, or stay closed. So here I am religiously taking this medicine and mostly loving life. If you miss a day you will again feel miserable. I will say that over the years I have experienced &quot;breakthrough&quot; reflux at one time or another but never for a second day. Very happy."""
12257,0,"""I had Skyla placed about 4 months ago. I have had a child naturally before, so that may have come into play for my placement. I came into the doctor&#039;s office while on my period, and the experience was uneventful. One uncomfortable pinch that lasted less than a second, and I was done. It probably helped that I was joking with the assistant the whole time, vs focusing on any pain. I didn&#039;t take any advil or anything, and after my appointment I went and got tattooed for 3 hours.  I have experienced longer spotting at the ends of my periods (usually a 4 day period, followed by a week or so of spotting). It&#039;s annoying, but I have zero other side effects, so I like it. Hubby can occasionally feel it, but overall we like it."""
12294,0,"""I think I was suffering from topical steroid withdrawal, and tried to get off of them once my skin was dry, red, and flaky. I thought I was out of options until I remembered the Protopic generic, tacrolimus. I asked my doctor about it, and she was able to prescribe it to me. So far, it&#039;s cleared up my skin, although I do I have red skin on my thighs. I get itchy and keep causing more eczema or sores due to scratching, and I&#039;m unaware of the allergens causing it. It does burn, and I&#039;m odd, I think it feels good sometimes, especially in the winter. I recommend it for eczema sufferers, because I&#039;ve used it in the past, and it&#039;s worked, and as an adult now, it&#039;s working again for me. Topical steroids have failed me."""
