,condition,review
170,1,give sample dexilant dr recently diagnose gerd mucus back throat bad couldnt eat anything could hardly drink water without irritate acid throat dexilant work like charm could eat side effect week use start get bad cramp leg recently spread entire body go er yesterday morning tell tardiv dyskonesia stop take medication week ago cramp still give benadryl er tell continue use day see reaction go away id rather diarrhea constant muscle spasm
171,0,start second week usage erythropoetin possible kidney failure definite anemia year old black labrador seem recover slowly along dose amlodipinenorvasc enalapril doxycycline
172,1,good morning everyone sacred die drs tell im intuition body tell different suffer acid reflux yr know dont acid come back gas usual symptom symptom breathe get increasingly difficult wheeze non stop persistant cough constant chest infection lung drown fluid tell gerd dr put dexilant mg daily day feel nothing change ever except extreme shoulder upper back pain raise arm put shirt without bring tear im yr young
173,1,ive issue gerd long time jump different medication first start counter medication like prilosec work way along nexium fail dexilant prescribe gerd symptom dexilant keep thing well control ive almost year however time ive experience significant increase gas abdominal discomfort although ive uncover lactose intolerance mild sensitivity gluten still exhibit symptom im start suspect dexilant may contribute turn reduce intake dexilant culprit may choose wellcontrolled gerd irritable bowel syndromelike symptom
174,0,assume bv go obgyn course prescribe mg xday day absolutely side effect bv clear
175,0,im kid get skyla insert day ago tell come period doctor make feel comfortable process wasnt painful slight discomfort felt little light head like pas think whatever put cervix numb go home fine late night bad cramp think go die night fine day late get bad cramp couldnt even go work go away shortly past day period im still bleed light didnt rate see go another couple month
176,0,discontinue congress make illegal pas safe effective act drug predate fda
177,1,zegerid best medicine gerd ive ever take however im wonder continue usage zegerid cause problem fingertoe nail recent twothree year nail become brittle soft cant seem nice nail anymore
178,0,terrible yes stop diharea hold everything amp make nauses amp pill wear diharea
179,0,prescribe xanax weigh pound bag eye couldnt get bed appetite dehydrate couldnt leave house even speak anyone severe anxiety depression amp also suffer ptsd thought suicide everyday basically babysat make sure didnt anything stupid dont understand everyone talk negative effect pill people like actually need function live happy lifestyle since take ive gain healthy weight long throw anxiety friend activity never think would without panic attack great feel able live thank xanax
